,China News-Based EPU,CNEPU,CN_Fiscal,CN_Monetary,CN_Trade,CN_EXR
2019-07-01,721.646728515625,138.6750462455773,158.969156908185,73.3643030890087,362.503397771442,72.3102135951002
2019-08-01,904.9383544921875,171.18857984154454,147.102171456993,154.114070875328,1031.00903954291,257.723333284423
2019-09-01,933.8838500976562,124.38653549762843,95.6054954886,62.6372205904268,282.459575364415,106.51508210057
2019-10-01,970.8298950195312,105.36575646707405,61.9110351242934,55.9887931153983,464.629295996908,60.3468768417983
2019-11-01,726.591064453125,125.04007073843717,42.273914390868,45.10194593578,427.251157929342,30.8903569847345
2019-12-01,894.895751953125,117.87987759677014,124.238433869603,79.4955741915786,284.322654315282,46.8726952422536
2020-01-01,755.2638549804688,148.70501565544174,92.052177121027,72.67757080096,417.840169973373,73.2140327799204
2020-02-01,646.3675537109375,126.12491020859358,147.65008440337,93.8098681196026,94.3404376232027,57.8902696027849
2020-03-01,734.6422729492188,151.52654,172.280524261554,148.837357859452,55.0957414705332,77.3156799472299
2020-04-01,819.1759033203125,164.50743481008152,143.7867750035115,98.27446678071233,165.61906458159868,52.67547591726199
2020-05-01,934.717041015625,175.47683995205776,253.16590260983403,85.70920909846598,216.75837483940796,49.528788264882934
2020-06-01,843.6151733398438,139.05426781601486,124.18756218671922,82.86548944966863,178.19934916857636,32.04917210836739
2020-07-01,893.408447265625,135.50719301874088,161.58223849891405,106.48830472770733,189.02157754414756,49.23131295174611
2020-08-01,805.5118408203125,169.26,112.80980736621929,80.88680497593307,152.93108948203982,35.47645007588014
